LotArea,LotFrontage,MSSubClass,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,GarageArea,ExterQual,ExterCond,BsmtQual,BsmtCond,GarageQual,GarageCond,HeatingQC,KitchenQual,SalePrice
9591.0,76.0,20.0,8.0,5.0,2004.0,1713.0,1713.0,3.0,2,7.0,856.0,2,1,3,1,1,1,3,3,274900
8546.0,80.0,20.0,4.0,5.0,2003.0,1121.0,1121.0,2.0,2,5.0,440.0,1,1,2,1,1,1,3,1,140000
10125.0,75.0,20.0,6.0,6.0,1977.0,1196.0,1279.0,3.0,2,6.0,473.0,1,1,1,1,1,1,1,1,171500
7000.0,50.0,50.0,6.0,6.0,1924.0,617.0,1310.0,2.0,2,6.0,398.0,1,2,0,1,1,1,2,1,112000
4438.0,0.0,120.0,6.0,5.0,2004.0,848.0,848.0,1.0,1,3.0,420.0,2,1,2,1,1,1,3,2,149000
3500.0,50.0,50.0,5.0,7.0,1947.0,720.0,1284.0,2.0,1,5.0,240.0,1,1,1,1,1,1,1,1,110000
11851.0,99.0,20.0,7.0,5.0,1990.0,1424.0,1442.0,3.0,2,5.0,500.0,1,1,2,1,1,1,3,1,180500
13673.0,40.0,20.0,5.0,5.0,1962.0,1140.0,1696.0,3.0,1,8.0,349.0,1,2,1,1,1,1,1,1,143900
12493.0,0.0,20.0,4.0,5.0,1960.0,1100.0,1100.0,3.0,1,6.0,312.0,1,1,1,1,1,1,1,1,141000
14364.0,0.0,60.0,7.0,5.0,1988.0,1157.0,2062.0,3.0,2,7.0,454.0,2,1,2,1,1,1,3,1,277000
8250.0,75.0,20.0,6.0,7.0,1964.0,1092.0,1092.0,3.0,1,6.0,504.0,1,1,2,1,1,2,3,1,145000
5604.0,67.0,30.0,5.0,6.0,1925.0,864.0,864.0,2.0,1,5.0,0.0,1,1,1,1,-2,-2,1,1,98000
10420.0,83.0,20.0,6.0,5.0,2009.0,1212.0,1212.0,3.0,2,6.0,460.0,1,1,2,1,1,1,3,2,186000
8640.0,72.0,60.0,7.0,5.0,2009.0,900.0,1852.0,3.0,2,7.0,644.0,1,1,2,1,1,1,3,2,252678
13568.0,43.0,20.0,5.0,5.0,1995.0,990.0,990.0,3.0,1,5.0,576.0,1,1,2,1,1,1,3,1,156000
10900.0,0.0,60.0,6.0,7.0,1977.0,689.0,1392.0,3.0,1,6.0,299.0,1,1,2,1,1,1,3,1,161750
10011.0,72.0,20.0,5.0,6.0,1957.0,1070.0,1236.0,2.0,1,6.0,447.0,1,1,1,1,1,1,1,2,134450
8450.0,65.0,20.0,7.0,5.0,2004.0,1436.0,1436.0,3.0,2,8.0,484.0,2,1,2,1,1,1,3,2,210000
9906.0,57.0,70.0,4.0,4.0,1925.0,686.0,1328.0,3.0,1,8.0,210.0,1,1,1,1,1,1,0,1,107000
15660.0,0.0,50.0,7.0,7.5,1939.0,798.0,1954.0,3.0,1,8.0,431.0,2,2,1,1,1,1,3,2,311500
3010.0,43.0,120.0,7.0,5.0,2005.0,1248.0,1248.0,2.0,2,5.0,438.0,2,1,2,1,1,1,3,2,167240
8990.0,73.0,20.0,7.0,5.0,2006.0,1498.0,1498.0,2.0,2,5.0,675.0,2,1,2,1,1,1,3,2,204900
8068.0,0.0,60.0,6.0,5.0,2002.0,1010.0,2267.0,4.0,2,8.0,390.0,2,1,2,1,1,1,3,2,200000
11475.0,85.0,60.0,6.0,6.0,1975.0,713.0,1552.0,3.0,2,6.0,434.0,1,1,2,1,1,1,1,1,179900
10500.0,70.0,20.0,4.0,6.0,1971.0,864.0,864.0,2.0,1,4.0,576.0,1,1,1,1,1,1,2,1,97000
13472.0,103.0,20.0,10.0,5.0,2003.0,2052.0,2392.0,3.0,2,8.0,938.25,3,1,3,1,1,1,3,3,386250
1680.0,21.0,145.0,5.0,5.0,1971.0,630.0,1302.0,3.0,2,6.0,280.0,1,1,1,1,1,1,1,1,112000
9950.0,82.0,60.0,7.0,5.0,1995.0,1203.0,2520.0,4.0,2,9.0,721.0,2,1,2,1,1,1,3,2,290000
1869.0,21.0,145.0,6.0,6.0,1970.0,483.0,987.0,2.0,1,5.0,280.0,1,1,1,1,1,1,1,1,106000
8521.0,70.0,20.0,5.0,5.0,1967.0,912.0,912.0,3.0,1,5.0,336.0,1,1,1,1,1,1,1,1,125000
3182.0,43.0,120.0,7.0,5.0,2005.0,1373.0,1555.0,2.0,2,7.0,430.0,2,1,2,1,1,1,3,2,192500
8760.0,73.0,20.0,6.0,6.0,1959.0,1194.0,1194.0,3.0,1,6.0,312.0,1,1,1,1,1,1,1,1,148000
15138.0,134.5,60.0,8.0,5.0,1995.0,1462.0,2747.625,4.0,2,9.0,810.0,2,1,2,1,1,1,3,3,403000
1680.0,21.0,145.0,6.0,5.0,1972.0,483.0,987.0,2.0,1,5.0,288.0,1,1,1,1,1,1,1,1,94500
10650.0,75.0,20.0,5.0,6.0,1976.0,894.0,894.0,3.0,1,5.0,308.0,1,1,1,2,1,1,1,1,128200
7851.0,0.0,60.0,6.0,5.0,2002.0,860.0,1960.0,4.0,2,8.0,440.0,2,1,2,1,1,1,3,2,216500
1680.0,21.0,145.0,6.0,3.5,1971.0,483.0,987.0,2.0,1,5.0,264.0,1,1,1,1,1,1,1,1,89500
8773.0,65.0,20.0,7.0,5.0,2004.0,1414.0,1414.0,3.0,2,6.0,494.0,2,1,2,1,1,1,3,2,185500
9453.0,0.0,60.0,7.0,7.0,1993.0,996.0,1744.0,3.0,2,7.0,457.0,2,1,2,1,1,1,3,2,194500
12030.0,93.0,20.0,8.0,5.0,2007.0,1694.0,1694.0,3.0,2,7.0,818.0,3,1,3,1,1,1,3,2,318000
8741.0,52.0,50.0,6.0,4.0,1945.0,735.0,1487.0,3.0,1,7.0,220.0,1,1,1,0,1,1,1,1,113000
9000.0,75.0,20.0,8.0,5.0,2008.0,1566.0,1566.0,3.0,2,7.0,750.0,2,1,2,1,1,1,3,2,262500
3880.0,40.0,30.0,5.0,7.5,1945.0,686.0,866.0,2.0,1,4.0,0.0,1,2,1,1,-2,-2,2,2,110500
5000.0,63.0,50.0,5.0,4.0,1900.0,540.0,1440.0,3.0,1,6.0,352.0,1,1,1,1,0,1,2,1,79000
10762.0,75.0,145.0,6.0,6.0,1980.0,626.0,1217.0,3.0,1,6.0,288.0,1,1,2,1,1,1,1,1,120000
8880.0,0.0,60.0,7.0,5.0,1994.0,948.0,2110.0,3.0,2,8.0,463.0,2,1,2,1,1,1,3,2,205000
10400.0,80.0,20.0,7.0,5.0,1988.0,1845.0,1872.0,3.0,2,6.0,604.0,1,1,2,1,1,1,2,1,241500
9142.0,69.0,145.0,6.0,7.5,1910.0,1020.0,1928.0,4.0,2,9.0,440.0,1,0,0,1,-1,-1,2,0,137000
11310.0,75.0,20.0,6.0,5.0,1954.0,1367.0,1375.0,2.0,1,5.0,451.0,1,1,1,1,1,1,3,1,140000
11317.0,72.0,60.0,7.0,5.0,2003.0,840.0,1668.0,3.0,2,8.0,500.0,2,1,2,1,1,1,3,2,180000
17673.5,0.0,50.0,6.0,7.0,1958.0,1444.0,2144.0,4.0,2,7.0,389.0,2,1,2,1,1,1,2,2,277000
5350.0,55.0,30.0,3.0,3.5,1940.0,728.0,1306.0,3.0,1,6.0,0.0,1,-1,1,1,-2,-2,3,0,76500
4750.0,44.0,120.0,8.0,5.0,2006.0,1573.0,1625.0,2.0,2,5.0,538.0,2,1,2,1,1,1,3,2,235000
8366.0,65.0,60.0,6.0,5.0,2004.0,798.0,1640.0,3.0,2,6.0,520.0,2,1,2,1,1,1,3,2,173000
9350.0,85.0,80.0,6.0,7.0,1964.0,1302.0,1302.0,3.0,2,7.0,309.0,1,1,2,1,1,1,3,2,158000
8400.0,70.0,20.0,5.0,6.0,1957.0,1314.0,1314.0,3.0,1,5.0,294.0,1,2,1,1,1,1,1,1,145000
8738.0,66.0,60.0,7.0,5.0,1999.0,975.0,2291.0,4.0,2,8.0,429.0,2,1,2,1,1,1,3,2,230000
8791.0,64.0,60.0,6.0,5.0,2003.0,864.0,1728.0,3.0,2,7.0,673.0,2,1,2,1,1,1,3,2,207500
8814.0,68.0,20.0,7.0,5.0,2006.0,1604.0,1604.0,3.0,2,8.0,660.0,2,1,2,1,1,1,3,2,220000
12435.0,80.0,60.0,7.0,5.0,2001.0,963.0,1792.0,3.0,2,7.0,564.0,2,1,2,1,1,1,3,2,231500
12702.0,70.0,20.0,5.0,5.0,1956.0,42.0,882.0,2.0,1,4.0,308.0,1,1,-2,-2,1,1,2,1,97000
17673.5,120.0,80.0,6.0,5.0,1962.0,1362.0,1382.0,3.0,1,6.0,884.0,1,1,1,1,1,1,1,1,176000
9588.0,69.0,60.0,8.0,5.0,2007.0,1482.0,2574.0,3.0,2,10.0,868.0,2,1,3,1,1,1,3,3,276000
8471.0,88.0,80.0,6.0,7.0,1977.0,506.0,1212.0,3.0,1,6.0,492.0,1,1,2,2,1,1,1,1,151000
5500.0,50.0,50.0,5.0,7.0,1929.0,926.0,1316.0,3.0,1,6.0,484.0,1,1,1,1,1,1,1,1,130000
5232.0,30.0,30.0,5.0,5.0,1925.0,680.0,764.0,2.0,1,4.0,504.0,1,1,0,1,1,1,2,1,73000
12090.0,78.0,20.0,6.0,6.0,1981.0,1422.0,1422.0,3.0,2,7.0,576.0,1,2,2,1,1,1,1,2,175500
11207.0,70.0,60.0,6.0,5.0,1997.0,802.0,1511.0,3.0,2,8.0,413.0,1,1,2,1,1,1,2,1,185000
8400.0,60.0,75.0,5.0,7.5,1939.0,720.0,2192.0,4.0,2,8.0,240.0,1,1,1,1,1,1,3,2,179500
6900.0,71.0,30.0,5.0,6.0,1940.0,740.0,778.0,2.0,1,4.0,924.0,1,1,1,1,3,3,3,1,120500
7917.0,0.0,20.0,6.0,7.0,1976.0,1143.0,1113.0,3.0,1,6.0,504.0,1,2,1,2,1,2,1,1,148000
10728.0,84.0,60.0,8.0,5.0,2006.0,1095.0,1939.0,3.0,2,8.0,938.25,2,1,2,1,1,1,2,2,266000
17673.5,73.0,20.0,7.0,7.0,1954.0,1385.0,1363.0,2.0,1,5.0,439.0,1,1,2,1,1,1,3,1,241500
11764.0,92.0,60.0,8.0,7.0,1999.0,1152.0,2270.0,4.0,2,9.0,671.0,2,1,2,1,1,1,3,2,290000
9600.0,80.0,20.0,6.0,6.0,1958.0,1240.0,1632.0,3.0,2,6.0,338.0,1,1,1,1,1,1,2,1,139000
8314.0,76.0,20.0,5.0,7.0,1982.0,816.0,816.0,2.0,1,5.0,264.0,1,1,1,1,1,1,1,1,124500
7264.0,55.0,50.0,7.0,7.0,1925.0,952.0,1548.0,3.0,2,5.0,672.0,2,2,1,1,1,1,2,3,205000
9196.0,129.0,20.0,7.0,5.0,2003.0,1560.0,1560.0,3.0,2,7.0,573.0,2,1,3,1,1,1,3,2,201000
17673.5,134.5,20.0,4.0,5.0,1951.0,864.0,864.0,2.0,1,4.0,400.0,1,1,1,1,1,1,3,1,141000
14450.0,107.0,20.0,9.0,5.0,2006.0,2052.0,2121.0,3.0,2,8.0,732.0,3,1,3,1,1,1,3,3,415298
10005.0,83.0,60.0,7.0,5.0,1977.0,1160.0,2022.0,4.0,2,8.0,505.0,1,1,2,1,1,1,3,1,192000
11287.0,82.0,60.0,7.0,6.0,1989.0,807.0,1982.0,3.0,2,7.0,575.0,2,1,2,1,1,1,2,2,228500
7200.0,60.0,20.0,6.0,5.0,2006.0,1262.0,1262.0,2.0,2,5.0,572.0,2,1,2,1,1,1,2,2,185000
5063.0,34.0,120.0,7.0,5.0,2007.0,1314.0,1314.0,2.0,2,6.0,626.0,2,1,2,1,1,1,3,2,207500
9612.0,74.0,20.0,8.0,5.0,2008.0,1468.0,1468.0,3.0,2,6.0,898.0,2,1,2,1,1,1,3,2,244600
8012.0,50.0,120.0,6.0,5.0,1992.0,1575.0,1575.0,2.0,2,5.0,529.0,2,1,2,1,1,1,2,2,179200
4251.0,35.0,145.0,7.0,5.0,2006.0,625.0,1250.0,2.0,2,5.0,528.0,2,1,2,1,1,1,3,2,164700
9786.0,77.0,50.0,6.0,7.0,1962.0,912.0,1734.0,3.0,1,7.0,440.0,1,1,1,1,1,1,1,2,159000
8125.0,0.0,20.0,4.0,4.0,1971.0,858.0,858.0,3.0,1,5.0,0.0,1,1,1,1,-2,-2,1,1,88000
9819.0,0.0,20.0,5.0,5.0,1967.0,882.0,900.0,3.0,1,5.0,280.0,1,2,1,1,1,1,1,1,122000
8730.0,60.0,70.0,6.0,7.0,1915.0,698.0,1396.0,3.0,1,7.0,384.0,1,1,1,1,1,1,3,1,153575
15611.0,120.0,60.0,8.0,5.0,2006.0,1079.0,1919.0,3.0,2,8.0,685.0,2,1,2,1,2,1,3,2,233230
5687.0,55.0,145.0,5.0,6.0,1912.0,780.0,1716.0,4.5,2,9.0,0.0,1,0,1,0,-2,-2,3,0,135900
11409.0,60.0,50.0,5.0,4.0,1949.0,768.0,1716.0,3.0,1,8.0,281.0,1,1,1,1,1,1,2,1,131000
16659.0,0.0,60.0,7.0,7.0,1977.0,795.0,2263.0,3.0,2,9.0,539.0,1,1,1,1,1,1,0,2,235000
9600.0,80.0,20.0,6.0,5.0,1953.0,1416.0,1644.0,3.0,1,7.0,418.0,1,1,1,1,1,1,1,1,167000
7937.0,37.0,80.0,6.0,6.0,1984.0,1003.0,1003.0,3.0,1,6.0,588.0,1,1,1,1,1,1,1,1,142500
13710.0,75.0,50.0,5.0,5.0,1950.0,910.0,1558.0,4.0,1,6.0,282.0,1,1,1,1,1,1,1,1,152000
7399.0,66.0,60.0,7.0,5.0,1997.0,975.0,1950.0,3.0,2,7.0,576.0,2,1,2,1,1,1,3,2,239000
11700.0,90.0,60.0,6.0,6.0,1968.0,702.0,1743.0,3.0,1,7.0,539.0,2,1,1,1,1,1,2,1,175000
14000.0,80.0,20.0,6.0,7.5,1950.0,1092.0,1152.0,3.0,1,6.0,300.0,1,2,1,1,1,1,3,2,158500
15750.0,90.0,145.0,5.0,5.0,1953.0,1165.0,1336.0,2.0,1,5.0,375.0,1,1,1,1,1,1,1,1,157000
16226.0,66.0,60.0,8.0,5.0,1998.0,1028.0,2452.0,4.0,2,9.0,683.0,2,1,2,1,1,1,3,2,267000
13704.0,118.0,20.0,7.0,5.0,2001.0,1541.0,1541.0,3.0,2,6.0,843.0,2,1,2,1,1,1,3,2,205000
9800.0,70.0,20.0,5.0,7.0,1972.0,894.0,894.0,3.0,1,5.0,552.0,1,1,1,1,1,1,1,1,149900
17673.5,87.0,75.0,7.0,7.5,1885.0,1470.0,2747.625,3.0,3,10.0,870.0,1,1,1,1,1,1,3,2,295000
10386.0,80.0,20.0,8.0,5.0,2004.0,2000.0,2000.0,3.0,2,8.0,888.0,2,1,2,1,1,1,3,2,305900
13474.0,116.0,60.0,7.0,5.0,1990.0,700.0,2243.0,4.0,2,8.0,746.0,2,1,2,1,1,1,2,2,225000
7920.0,0.0,50.0,6.0,7.0,1920.0,319.0,1406.0,3.0,1,6.0,0.0,1,0,1,1,-2,-2,1,0,89500
12342.0,0.0,30.0,4.0,5.0,1940.0,861.0,861.0,1.0,1,4.0,539.0,1,1,1,1,1,1,3,1,82500
12378.0,90.0,20.0,9.0,5.0,2003.0,1896.0,1944.0,3.0,2,8.0,708.0,2,1,3,1,1,1,3,3,360000
7685.0,0.0,60.0,6.0,5.0,1993.0,697.0,1501.0,3.0,2,6.0,420.0,1,1,2,1,1,1,2,2,165600
8000.0,50.0,20.0,6.0,6.0,1948.0,972.0,972.0,2.0,1,5.0,240.0,1,2,1,1,1,1,3,1,132000
7800.0,65.0,145.0,5.0,7.0,1939.0,793.0,1118.0,3.0,1,5.0,410.0,1,1,2,1,1,1,1,1,119900
17673.5,134.5,20.0,7.0,5.0,1965.0,2052.0,2036.0,3.0,2,8.0,513.0,1,1,2,1,1,1,1,1,375000
9600.0,60.0,70.0,7.0,7.0,1925.0,728.0,1641.0,3.0,1,6.0,546.0,1,1,1,2,0,1,3,3,178000
7795.0,71.0,60.0,7.0,5.0,2004.0,716.0,1432.0,3.0,2,6.0,432.0,2,1,2,1,1,1,3,2,188500
13005.0,94.0,60.0,7.0,7.0,1980.0,845.0,2353.0,4.0,2,10.0,484.0,2,1,2,1,1,1,1,3,260000
9000.0,75.0,60.0,8.0,5.0,2006.0,1088.0,1959.0,3.0,2,8.0,938.25,2,1,2,1,1,1,3,2,270000
9900.0,90.0,60.0,7.0,5.0,1993.0,1347.0,2646.0,4.0,2,9.0,656.0,2,1,2,1,1,1,3,2,260000
14115.0,0.0,80.0,7.0,5.0,1980.0,1372.0,1472.0,3.0,2,6.0,588.0,1,1,2,1,1,1,1,1,187500
16259.0,111.0,60.0,9.0,5.0,2006.0,1249.0,2596.0,4.0,3,9.0,840.0,1,1,3,2,1,1,3,2,342643
12099.0,99.0,60.0,8.0,5.0,2004.0,1136.0,2468.0,4.0,2,10.0,872.0,2,1,3,1,1,1,3,2,354000
10380.0,86.0,60.0,7.0,5.0,1986.0,1502.0,2730.0,4.0,2,8.0,576.0,2,1,1,1,1,1,3,2,301000
5820.0,49.0,20.0,3.0,7.5,1955.0,1162.0,1163.0,3.0,1,6.0,220.0,1,2,1,1,0,1,3,1,126175
11275.0,96.0,80.0,7.0,7.0,1967.0,710.0,2747.625,4.5,2,10.0,564.0,2,2,2,1,1,1,3,2,242000
5000.0,50.0,45.0,5.0,6.0,1941.0,720.0,803.0,2.0,1,5.0,360.0,1,1,1,1,1,1,-1,1,87000
10846.0,32.0,120.0,8.0,5.0,1993.0,1719.0,1719.0,1.0,1,6.0,473.0,2,1,2,1,1,1,3,2,324000
11600.0,80.0,20.0,6.0,5.0,1960.0,1383.0,1383.0,3.0,1,7.0,292.0,1,1,1,1,1,1,1,1,145250
11888.0,0.0,75.0,6.0,6.0,1916.0,844.0,2134.0,4.5,2,10.0,441.0,1,1,1,1,1,1,2,2,214500
6402.0,60.0,70.0,5.0,5.0,1920.0,596.0,1192.0,3.0,1,6.0,189.0,1,1,1,1,0,0,1,1,78000
10624.0,0.0,90.0,5.0,4.0,1964.0,1728.0,1728.0,4.5,2,10.0,352.0,1,1,1,1,1,1,1,1,119000
8176.0,70.0,20.0,5.0,6.0,1958.0,1056.0,1056.0,3.0,1,6.0,308.0,1,1,1,1,1,1,0,1,139000
10655.0,85.0,20.0,8.0,5.0,2003.0,2052.0,1629.0,3.0,2,7.0,880.0,2,1,2,1,1,1,3,2,284000
8198.0,59.0,120.0,7.0,5.0,2004.0,1358.0,1358.0,2.0,2,6.0,484.0,2,1,2,1,1,1,3,2,207000
9042.0,59.0,60.0,6.0,5.0,1998.0,943.0,1638.0,3.0,2,7.0,472.0,1,1,2,1,1,1,2,1,192000
17673.5,0.0,145.0,5.0,6.0,1965.0,1499.0,1786.0,3.0,2,7.0,529.0,1,1,1,1,1,1,3,1,228950
14157.0,86.0,20.0,9.0,5.0,2005.0,1922.0,1922.0,3.0,2,8.0,676.0,2,1,3,1,1,1,3,2,377426
9135.0,70.0,20.0,7.0,5.0,2002.0,1536.0,1536.0,3.0,2,7.0,532.0,2,1,2,1,1,1,3,2,214000
14145.0,91.0,20.0,7.0,7.0,1984.0,1208.0,1621.0,3.0,2,8.0,440.0,2,1,2,1,1,1,3,2,202500
12400.0,66.0,20.0,6.0,7.0,1958.0,1215.0,1215.0,3.0,1,6.0,297.0,1,1,1,0,1,1,1,1,155000
14191.0,85.0,60.0,8.0,5.0,2002.0,967.0,1908.0,4.0,2,9.0,431.0,2,1,2,1,1,1,3,2,202900
8400.0,60.0,20.0,4.0,4.0,1950.0,721.0,841.0,2.0,1,4.0,294.0,0,0,1,0,1,1,2,1,82000
8544.0,0.0,90.0,3.0,4.0,1949.0,42.0,1040.0,2.0,2,6.0,400.0,1,1,-2,-2,1,1,0,1,87500
8849.0,63.0,120.0,9.0,5.0,2005.0,1684.0,1684.0,2.0,2,6.0,564.0,3,1,3,1,1,1,3,3,266000
2592.0,36.0,145.0,5.0,3.5,1976.0,536.0,1112.0,3.0,1,4.0,336.0,1,1,2,1,1,1,1,1,85000
6435.0,65.0,50.0,6.0,5.0,1939.0,972.0,1577.0,3.0,1,6.0,312.0,1,1,1,1,1,1,2,0,140200
12772.0,0.0,20.0,6.0,7.5,1960.0,958.0,958.0,2.0,1,5.0,301.0,1,2,1,1,1,1,1,1,151500
17600.0,0.0,20.0,6.0,5.0,1960.0,1478.0,1478.0,3.0,2,6.0,498.0,1,1,1,1,1,1,3,1,157500
2448.0,36.0,145.0,7.0,5.0,2003.0,764.0,1626.0,2.0,2,6.0,474.0,2,1,2,1,1,1,3,2,154000
17673.5,56.0,60.0,9.0,5.0,2005.0,1848.0,2728.0,4.0,2,10.0,706.0,3,1,3,1,1,1,3,3,437154
7820.0,68.0,120.0,9.0,5.0,2007.0,1869.0,1869.0,2.0,2,6.0,617.0,3,1,3,1,1,1,3,3,318061
5271.0,0.0,120.0,7.0,5.0,1986.0,1453.0,1453.0,2.0,1,6.0,445.0,1,1,2,1,1,1,2,2,190000
9084.0,60.0,50.0,5.0,6.0,1941.0,616.0,1111.0,3.0,1,5.0,200.0,1,1,1,0,1,0,1,1,95000
8520.0,60.0,30.0,6.0,7.5,1928.0,624.0,720.0,2.0,1,5.0,484.0,1,2,1,1,1,1,2,1,105900
8400.0,60.0,50.0,6.0,5.0,1940.0,940.0,1595.0,2.0,1,6.0,240.0,1,1,1,1,1,1,3,1,140000
11249.0,105.0,20.0,6.0,5.0,1995.0,1200.0,1200.0,3.0,2,6.0,521.0,2,2,2,2,1,1,3,2,177500
9248.0,0.0,20.0,6.0,6.0,1992.0,1158.0,1167.0,3.0,2,6.0,400.0,1,1,2,1,1,1,2,2,173000
4224.0,44.0,120.0,5.0,5.0,1976.0,1142.0,1142.0,3.0,1,6.0,528.0,1,1,2,1,1,1,1,1,134000
6930.0,92.0,80.0,5.0,4.0,1958.0,1062.0,1352.0,3.0,1,6.0,288.0,1,1,1,1,1,1,3,2,130000
12011.0,78.0,60.0,8.0,5.0,1998.0,1086.0,1924.0,3.0,2,7.0,592.0,2,1,2,1,1,1,3,2,280000
7540.0,0.0,85.0,6.0,6.0,1978.0,888.0,912.0,2.0,1,5.0,470.0,1,1,2,1,1,1,3,1,156000
9144.0,0.0,50.0,5.0,5.0,1940.0,883.0,1505.0,3.0,1,8.0,240.0,1,1,1,1,1,1,2,1,145000
7301.0,64.0,85.0,7.0,5.0,2003.0,42.0,1922.0,4.0,3,7.0,672.0,2,1,-2,-2,1,1,3,2,198500
1680.0,21.0,145.0,6.0,7.5,1972.0,483.0,987.0,2.0,1,5.0,264.0,1,1,1,1,1,1,2,2,118000
17673.5,0.0,60.0,6.0,5.0,1976.0,796.0,1574.0,3.0,2,6.0,566.0,1,1,2,1,1,1,1,1,190000
10690.0,59.0,70.0,5.0,7.0,1920.0,672.0,1344.0,3.0,1,6.0,468.0,1,2,1,0,1,0,2,1,147000
9500.0,0.0,20.0,6.0,5.0,1963.0,1394.0,1394.0,3.0,1,6.0,514.0,1,1,2,1,1,1,2,1,159000
9150.0,101.0,80.0,6.0,5.0,1962.0,1099.0,1431.0,3.0,1,6.0,296.0,1,1,2,1,1,1,2,1,165000
7800.0,78.0,20.0,5.0,6.0,1954.0,1268.0,1268.0,2.0,1,7.0,244.0,1,1,1,1,1,1,2,1,132000
9830.0,0.0,20.0,5.0,7.0,1959.0,1063.0,1287.0,3.0,1,7.0,576.0,1,2,1,1,1,1,3,2,162000
8121.0,0.0,60.0,6.0,5.0,2000.0,953.0,1664.0,3.0,2,7.0,460.0,1,1,2,1,1,1,3,1,172400
17120.0,80.0,50.0,4.0,4.0,1959.0,42.0,1588.0,4.0,2,7.0,680.0,1,1,-2,-2,1,1,1,1,134432
7175.0,50.0,120.0,6.0,5.0,1984.0,744.0,752.0,2.0,1,4.0,264.0,1,1,2,1,1,1,1,1,125000
10634.0,79.0,20.0,5.0,6.0,1953.0,608.0,1319.0,3.0,1,5.0,270.0,1,1,1,1,1,1,1,1,123000
8200.0,65.0,60.0,7.0,5.0,2003.0,847.0,1928.0,4.0,2,8.0,434.0,2,1,2,1,1,1,3,2,219500
10020.0,0.0,30.0,2.0,3.5,1922.0,683.0,904.0,1.0,0,4.0,0.0,0,0,0,-1,-2,-2,2,0,61000
8846.0,57.0,85.0,5.0,5.0,1996.0,870.0,914.0,2.0,1,5.0,576.0,2,1,2,1,1,1,3,1,148000
11143.0,102.0,60.0,8.0,5.0,2004.0,1580.0,2466.0,4.0,3,8.0,610.0,2,1,2,1,1,1,3,2,340000
11394.0,88.0,20.0,9.0,3.5,2010.0,1856.0,1856.0,1.0,1,8.0,834.0,2,1,3,1,1,1,3,3,394432
8123.0,60.0,60.0,6.0,5.0,2000.0,982.0,1800.0,3.0,2,7.0,463.0,1,1,2,1,1,1,3,1,179000
5000.0,50.0,50.0,5.0,6.0,1924.0,1026.0,1691.0,3.0,2,6.0,308.0,1,1,1,1,1,1,1,2,127000
7200.0,60.0,20.0,7.0,5.0,2006.0,1293.0,1301.0,2.0,2,5.0,572.0,2,1,2,2,1,1,3,2,187750
9245.0,79.0,60.0,7.0,5.0,2006.0,939.0,1797.0,3.0,2,8.0,639.0,2,1,2,1,1,1,3,2,213500
9000.0,60.0,45.0,6.0,3.5,1928.0,784.0,784.0,2.0,1,5.0,360.0,1,1,0,0,0,0,1,1,76000
17673.5,0.0,60.0,6.0,5.0,1992.0,1580.0,1953.0,3.0,2,9.0,501.0,2,1,2,1,1,1,3,2,240000
3182.0,43.0,120.0,8.0,5.0,2004.0,1256.0,1269.0,2.0,2,6.0,430.0,2,1,2,1,1,1,3,2,192000
8410.0,58.0,50.0,5.0,3.5,1910.0,658.0,1184.0,4.5,1,8.0,0.0,1,0,1,1,-2,-2,1,1,81000
7200.0,72.0,80.0,6.0,6.0,1976.0,1041.0,1125.0,3.0,1,6.0,352.0,1,1,1,1,1,1,3,1,125000
9382.0,93.0,20.0,7.0,5.0,1999.0,1468.0,1479.0,3.0,2,6.0,577.0,2,1,2,1,1,1,3,2,191000
12474.0,96.0,60.0,10.0,5.0,2007.0,1682.0,2332.0,3.0,2,9.0,846.0,3,1,3,1,1,1,3,3,426000
8405.0,50.0,50.0,5.0,7.5,1900.0,861.0,1367.0,4.0,1,7.0,384.0,1,1,1,2,1,1,3,1,119000
12209.0,71.0,60.0,6.0,5.0,2001.0,804.0,1961.0,3.0,2,7.0,560.0,1,1,3,1,1,1,3,2,215000
8339.0,0.0,20.0,5.0,7.0,1959.0,42.0,882.0,3.0,1,5.0,294.0,1,1,-2,-2,1,1,1,1,106500
7446.0,0.0,30.0,4.0,5.0,1941.0,788.0,788.0,2.0,1,4.0,0.0,1,1,1,1,-2,-2,1,1,100000
10134.0,60.0,50.0,5.0,6.0,1940.0,735.0,1034.0,2.0,1,5.0,240.0,1,1,1,1,1,1,2,1,109000
9571.0,68.0,20.0,5.0,6.0,1956.0,1144.0,1144.0,3.0,1,6.0,596.0,1,1,1,1,1,1,1,1,129000
7200.0,60.0,20.0,5.0,5.0,1972.0,894.0,894.0,2.0,1,6.0,600.0,1,1,1,1,1,1,1,1,123000
7590.0,69.0,60.0,5.0,5.0,1962.0,864.0,1812.0,4.0,2,8.0,264.0,1,1,1,1,1,1,1,1,169500
8967.0,60.0,30.0,5.0,3.5,1920.0,961.0,1077.0,2.0,1,6.0,338.0,1,0,0,-1,-1,-1,2,1,67000
8125.0,65.0,60.0,7.0,5.0,2006.0,1092.0,1550.0,2.0,2,7.0,438.0,2,1,2,1,1,1,3,2,241000
14963.0,38.0,120.0,8.0,5.0,1996.0,1260.0,1288.0,1.0,1,4.0,500.0,2,1,2,1,1,1,3,3,245500
